Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-10-01,100.0,100.0,100.0,100.0,0,0,0
2020-10-02,100.0,100.0,100.0,100.0,0,0,0
2020-10-05,100.02999877929688,100.04000091552734,99.99500274658203,99.99500274658203,10725,0,0
2020-10-06,100.01000213623047,100.02999877929688,100.01000213623047,100.02999877929688,10080,0,0
2020-10-07,99.94999694824219,99.95999908447266,99.91999816894531,99.91999816894531,6350,0,0
2020-10-08,99.98999786376953,99.99500274658203,99.9717025756836,99.99500274658203,650,0,0
2020-10-09,99.97000122070312,99.9800033569336,99.94000244140625,99.94000244140625,1820,0,0
2020-10-12,99.95999908447266,99.97000122070312,99.94000244140625,99.94000244140625,5685,0,0
2020-10-13,99.97899627685547,99.98999786376953,99.96320343017578,99.96499633789062,3635,0,0
2020-10-14,100.0,100.0,99.9749984741211,99.9749984741211,3985,0,0
2020-10-15,100.0,100.0,99.94499969482422,99.94499969482422,3312,0,0
2020-10-16,99.94999694824219,99.95999908447266,99.92500305175781,99.92500305175781,2135,0,0
2020-10-19,99.91000366210938,99.91999816894531,99.88999938964844,99.88999938964844,126687,0,0
2020-10-20,99.84709930419922,99.84709930419922,99.84709930419922,99.84709930419922,29,0,0
2020-10-21,99.83999633789062,99.83999633789062,99.82430267333984,99.82430267333984,320,0,0
2020-10-22,99.77999877929688,99.77999877929688,99.75,99.75,5600,0,0
2020-10-23,99.80999755859375,99.80999755859375,99.79000091552734,99.79000091552734,4617,0,0
2020-10-26,99.88999938964844,99.88999938964844,99.86000061035156,99.86000061035156,3900,0,0
2020-10-27,99.93000030517578,99.93000030517578,99.91500091552734,99.91500091552734,710,0,0
2020-10-28,99.91000366210938,99.91000366210938,99.88500213623047,99.88500213623047,704,0,0
2020-10-29,99.81999969482422,99.81999969482422,99.7699966430664,99.7699966430664,830,0,0
2020-10-30,99.69989776611328,99.69989776611328,99.69989776611328,99.69989776611328,29,0,0
2020-11-02,99.70240020751953,99.70240020751953,99.70240020751953,99.70240020751953,1,0,0
2020-11-03,99.66500091552734,99.66500091552734,99.66500091552734,99.66500091552734,1,0,0
2020-11-04,99.95999908447266,99.9800033569336,99.95899963378906,99.97480010986328,2561,0,0
2020-11-05,99.99870300292969,99.99870300292969,99.99870300292969,99.99870300292969,1,0,0
2020-11-06,99.88999938964844,99.94000244140625,99.88999938964844,99.90480041503906,1001,0,0
2020-11-09,99.70999908447266,99.74629974365234,99.70099639892578,99.74629974365234,4126,0,0
2020-11-10,99.68900299072266,99.68900299072266,99.63999938964844,99.63999938964844,100,0,0
2020-11-11,99.66899871826172,99.66999816894531,99.6552963256836,99.6552963256836,1004,0,0
2020-11-12,99.78900146484375,99.79000091552734,99.77410125732422,99.77410125732422,4256,0,0
2020-11-13,99.77059936523438,99.77059936523438,99.77059936523438,99.77059936523438,1,0,0
2020-11-16,99.79900360107422,99.80000305175781,99.7699966430664,99.7699966430664,876,0,0
2020-11-17,99.8499984741211,99.8499984741211,99.8499984741211,99.8499984741211,1,0,0
2020-11-18,99.8499984741211,99.8499984741211,99.8499984741211,99.8499984741211,1,0,0
2020-11-19,99.88999938964844,99.88999938964844,99.88999938964844,99.88999938964844,1,0,0
2020-11-20,99.91000366210938,99.94000244140625,99.91000366210938,99.91500091552734,4981,0,0
2020-11-23,99.89900207519531,99.9000015258789,99.88500213623047,99.88500213623047,553,0,0
2020-11-24,99.88500213623047,99.88500213623047,99.88500213623047,99.88500213623047,1,0,0
2020-11-25,99.95999908447266,99.95999908447266,99.91000366210938,99.91000366210938,701,0,0
2020-11-27,99.98999786376953,99.98999786376953,99.98999786376953,99.98999786376953,1,0,0
2020-11-30,100.06999969482422,100.06999969482422,100.04499816894531,100.04499816894531,2066,0,0
2020-12-01,99.87999725341797,99.91899871826172,99.87999725341797,99.90059661865234,1100,0,0
2020-12-02,99.875,99.875,99.875,99.875,1,0,0
2020-12-03,99.9749984741211,99.9749984741211,99.9749984741211,99.9749984741211,1,0,0
2020-12-04,99.86080169677734,99.86080169677734,99.86080169677734,99.86080169677734,1,0,0
2020-12-07,99.9800033569336,99.9800033569336,99.95500183105469,99.95500183105469,1800,0,0
2020-12-08,100.00900268554688,100.00900268554688,99.97000122070312,99.97000122070312,1303,0,0
2020-12-09,99.86000061035156,99.86000061035156,99.84500122070312,99.8550033569336,1650,0,0
2020-12-10,99.91000366210938,99.94999694824219,99.9031982421875,99.93000030517578,3907,0,0
2020-12-11,100.01609802246094,100.01609802246094,100.01609802246094,100.01609802246094,33,0,0
2020-12-14,100.01899719238281,100.0199966430664,99.99500274658203,99.99500274658203,425,0,0
2020-12-15,100.01000213623047,100.01000213623047,100.00499725341797,100.00499725341797,1351,0,0
2020-12-16,100.00499725341797,100.00499725341797,100.00499725341797,100.00499725341797,39,0,0
2020-12-17,100.08999633789062,100.08999633789062,99.99500274658203,99.99500274658203,1218,0,0
2020-12-18,100.0000991821289,100.0000991821289,99.98500061035156,99.98500061035156,1000,0,0
2020-12-21,99.98899841308594,99.98999786376953,99.96009826660156,99.96009826660156,2345,0,0
2020-12-22,100.02999877929688,100.02999877929688,100.02999877929688,100.02999877929688,10,0,0
2020-12-23,99.98999786376953,100.0,99.98999786376953,99.99009704589844,1414,0,0
2020-12-24,100.02670288085938,100.02670288085938,100.02670288085938,100.02670288085938,2,0,0
2020-12-28,100.06300354003906,100.06300354003906,100.06300354003906,100.06300354003906,2,0,0
2020-12-29,100.06500244140625,100.06500244140625,100.06500244140625,100.06500244140625,2,0,0
2020-12-30,100.10459899902344,100.10459899902344,100.10459899902344,100.10459899902344,2,0,0
2020-12-31,100.16000366210938,100.16000366210938,100.15499877929688,100.15499877929688,102,0,0
2021-01-04,100.1229019165039,100.1229019165039,100.1229019165039,100.1229019165039,2,0,0
2021-01-05,100.05999755859375,100.07990264892578,100.05000305175781,100.05000305175781,751,0,0
2021-01-06,99.85900115966797,99.87460327148438,99.85900115966797,99.87460327148438,109,0,0
2021-01-07,99.83000183105469,99.83000183105469,99.78500366210938,99.8136978149414,2099,0,0
2021-01-08,99.7249984741211,99.7249984741211,99.7249984741211,99.7249984741211,3,0,0
2021-01-11,99.66500091552734,99.66500091552734,99.66500091552734,99.66500091552734,1,0,0
2021-01-12,99.66470336914062,99.66470336914062,99.66470336914062,99.66470336914062,1,0,0
2021-01-13,99.75689697265625,99.75689697265625,99.75689697265625,99.75689697265625,66,0,0
2021-01-14,99.81999969482422,99.81999969482422,99.72699737548828,99.72699737548828,333,0,0
2021-01-15,99.80770111083984,99.80770111083984,99.80770111083984,99.80770111083984,1,0,0
2021-01-19,99.83499908447266,99.83499908447266,99.83499908447266,99.83499908447266,2,0,0
2021-01-20,99.83570098876953,99.83570098876953,99.83570098876953,99.83570098876953,3,0,0
2021-01-21,99.79499816894531,99.79499816894531,99.79499816894531,99.79499816894531,193,0,0
2021-01-22,99.83489990234375,99.83489990234375,99.83489990234375,99.83489990234375,66,0,0
2021-01-25,99.91719818115234,99.91719818115234,99.91719818115234,99.91719818115234,66,0,0
2021-01-26,99.94999694824219,99.94999694824219,99.88999938964844,99.91500091552734,841,0,0
2021-01-27,99.89630126953125,99.89630126953125,99.89630126953125,99.89630126953125,1,0,0
2021-01-28,99.85489654541016,99.85489654541016,99.85489654541016,99.85489654541016,1,0,0
2021-01-29,99.8489990234375,99.84929656982422,99.8489990234375,99.84929656982422,1503,0,0
2021-02-01,99.87999725341797,99.87999725341797,99.87100219726562,99.87100219726562,702,0,0
2021-02-02,99.80960083007812,99.80960083007812,99.80960083007812,99.80960083007812,2,0,0
2021-02-03,99.78900146484375,99.80000305175781,99.76499938964844,99.76499938964844,800,0,0
2021-02-04,99.78500366210938,99.78500366210938,99.78500366210938,99.78500366210938,2,0,0
2021-02-05,99.7615966796875,99.7615966796875,99.7615966796875,99.7615966796875,1502,0,0
2021-02-08,99.80999755859375,99.80999755859375,99.75240325927734,99.75240325927734,3318,0,0
2021-02-09,99.83000183105469,99.83999633789062,99.7699966430664,99.78500366210938,6819,0,0
2021-02-10,99.8499984741211,99.87139892578125,99.8499984741211,99.87139892578125,351,0,0
2021-02-11,99.8550033569336,99.86509704589844,99.8550033569336,99.86509704589844,531,0,0
2021-02-12,99.81900024414062,99.81900024414062,99.78459930419922,99.78459930419922,1878,0,0
2021-02-16,99.58899688720703,99.5999984741211,99.52909851074219,99.52909851074219,4815,0,0
2021-02-17,99.55999755859375,99.58000183105469,99.55999755859375,99.56500244140625,1864,0,0
2021-02-18,99.58499908447266,99.58499908447266,99.58499908447266,99.58499908447266,9,0,0
2021-02-19,99.45500183105469,99.45500183105469,99.45500183105469,99.45500183105469,598,0,0
2021-02-22,99.3550033569336,99.3550033569336,99.3550033569336,99.3550033569336,1578,0,0
